skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
English, Java, German;;0;none;0.8;0.8;;0;devops, java;mentoring;highschool;Associate;0;1;devops, java;mentoring;;;1375;Ausbildung zum Fachinformatiker – Fachrichtung Systemintegration mit dem Schwerpunkt DevOps (m/w/d);Lünen;28466.0;REMONDIS business IT solutions GmbH;32;EUR;;;;;3.3;2025-10-10T00:00:00;Full-time, Apprentice/Trainee;;Lünen;Nordrhein-Westfalen;Germany;51.614326;7.523533;Ludger Rethmann;Lünen, Deutschland;Energie- & Versorgungswirtschaft;Energie, Bergbau, Versorgungswirtschaft;5 bis 10 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Privatunternehmen;1934.0;Unknown;DevOps & Cloud;D;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Salesforce, English, SQL, PHP, REST, Software development, Python, German;;0;none;0.8;0.8;;0;ci/cd, linux, php, python, rest, software engineering, sql;flexibility;;-;-;1;ci/cd, linux, php, python, rest, software engineering, sql;flexibility;;;1376;Backend Engineer Schwerpunkt Salesforce (m/w/d);Kirchentellinsfurt;1308366.0;Bergfreunde GmbH;45;EUR;;;;;3.8;2025-09-29T00:00:00;Full-time;;Kirchentellinsfurt;Baden-Württemberg;Germany;48.53123;9.149618;Ronny Höhn, Matthias Gebhard;Kirchentellinsfurt, Deutschland;Sportartikelgeschäfte;Einzel- & Großhandel;Unbekannt/Nicht zutreffend;501 bis 1.000 Mitarbeiter;Selbstständig;2006.0;Unknown;Software Engineer;G;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;;
Jira, Ansible, Git, English, IT, VMWare, PowerShell, German, Active Directory;;0;none;0.8;0.8;;0;active directory, ansible, bitbucket, git, infrastructure as code, jira, powershell, vmware, windows;innovation, reliability;;Master's;5;1;active directory, ansible, bitbucket, git, infrastructure as code, jira, powershell, vmware, windows;innovation, reliability;;;1377;DevOps Engineer (w/m/d);Ingolstadt;282141.0;Brunel;0;EUR;;;;;4.3;2025-10-13T00:00:00;Full-time;;Ingolstadt;Bayern;Germany;48.76542;11.423387;Peter de Laat;Amsterdam, Niederlande;Personalwesen & Personalvermittlungen;Personalwesen;1 bis 5 Milliarden $ (USD);Mehr als 10.000 Mitarbeiter;Aktiengesellschaft;1975.0;Unknown;DevOps & Cloud;N;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;;
Software troubleshooting, DNS, TCP/IP;;0;none;0.8;0.8;;0;dhcp, dns, foundation, linux, networking, reporting, solid, tcp/ip, windows;analytical skills, communication, curiosity, decision making, interpersonal skills, problem solving, troubleshooting;bachelor;Bachelor's;2;1;dhcp, dns, foundation, linux, networking, reporting, solid, tcp/ip, windows;analytical skills, communication, curiosity, decision making, interpersonal skills, problem solving, troubleshooting;;;1378;IT Field Engineer;Berlin;;Dworkin;11;EUR;;;;;;2025-10-01T00:00:00;Full-time;;Berlin;Berlin;Germany;52.51767;13.405538;;;;;;;;;Unknown;Software Engineer;Unknown;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;;
Web development, Machine learning, Python;machine learning;1;none;0.75;0.75;machine learning, AI;0;machine learning, python, software engineering, web development;communication, creativity, decision making, flexibility, initiative, presentation skills, teamwork;bachelor;Bachelor's;0;0;machine learning, python, software engineering, web development;communication, creativity, decision making, flexibility, initiative, presentation skills, teamwork;;;1379;Working student software development (m/w/d);München;279288.0;Dennemeyer The IP Group;28;EUR;;;;;3.5;2025-09-15T00:00:00;Part-time;;München;Bayern;Germany;48.13704;11.575529;	Reinhold Nowak and Tobias Diebold;Howald, Luxemburg;Rechtswesen;Rechtswesen;Unbekannt/Nicht zutreffend;501 bis 1.000 Mitarbeiter;Privatunternehmen;1962.0;Unknown;Software Developer;Unknown;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Go, Data structures, Windows, AWS, C++, C, Software development, Linux, DynamoDB, Communication skills, Python, SDLC, Design patterns, VPN;;0;none;0.8;0.8;;0;aws, backbone, c++, cloud services, cloudformation, design patterns, devops, dynamodb, event-driven, less, linux, pair programming, python, software engineering, solid, terraform, version control, vmware, vpn, windows;collaboration, communication, flexibility, innovation, reliability, responsibility;;-;-;1;aws, backbone, c++, cloud services, cloudformation, design patterns, devops, dynamodb, event-driven, less, linux, pair programming, python, software engineering, solid, terraform, version control, vmware, vpn, windows;collaboration, communication, flexibility, innovation, reliability, responsibility;;;1380;Software Engineer – Connectivity (m/f/d);Deutschland;7314590.0;Software Defined Automation GmbH;67;EUR;;;;;-0.100000001;2025-10-07T00:00:00;Full-time;;;;Germany;51.0;9.0;;München, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Aktiengesellschaft;;Unknown;Software Engineer;Unknown;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;0;0;;
Rust, React, Java, C++, Software development, GitHub, Swift, TypeScript;;0;none;0.8;0.8;;0;c++, frontend development, full stack, github, java, react, rust, software engineering, swift, typescript;flexibility, ownership, proactive, problem solving;;-;5;1;c++, frontend development, full stack, github, java, react, rust, software engineering, swift, typescript;flexibility, ownership, proactive, problem solving;;;1381;Full Stack Engineer (all genders);München;7347921.0;Avelios Medical GmbH;324;EUR;;;;;3.9;2025-09-23T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529;;München, Deutschland;Softwareentwicklung;Informationstechnologie;Unbekannt/Nicht zutreffend;51 bis 200 Mitarbeiter;Privatunternehmen;2020.0;Unknown;Software Developer;J;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;;
CI/CD, TCP, Node.js, Kubernetes, DevOps, Spark, Java, Database design, AWS, Docker, PostgreSQL, Distributed systems, Scala, Computer networking, APIs, Agile, TCP/IP, Communication skills, German, Analytics;;0;none;0.8;0.8;;0;agile, api, aws, ci/cd, cloud infrastructure, cloud native, code quality, data pipelines, devops, docker, java, kubernetes, microservices, networking, node.js, optimization, postgresql, scala, spark, tcp/ip;collaboration, communication, flexibility, initiative, innovation, leadership, mentoring, ownership, reliability;;Master's;8;1;agile, api, aws, ci/cd, cloud infrastructure, cloud native, code quality, data pipelines, devops, docker, java, kubernetes, microservices, networking, node.js, optimization, postgresql, scala, spark, tcp/ip;collaboration, communication, flexibility, initiative, innovation, leadership, mentoring, ownership, reliability;;;1382;Lead Software Engineer (JAVA) (m/f/x);Schwalbach am Taunus;753677.0;HERE Technologies;194;EUR;;;;;3.9;2025-10-02T00:00:00;Full-time;;Schwalbach am Taunus;Hessen;Germany;50.149334;8.537789;Mike Nefkens;Amsterdam, Niederlande;Softwareentwicklung;Informationstechnologie;1 bis 5 Milliarden $ (USD);5.001 bis 10.000 Mitarbeiter;Privatunternehmen;1984.0;Unknown;Sr+ Software Engineer;J;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;;
Node.js, NoSQL, Git, SQL, PHP, OOP, AWS, Docker, JavaScript, Continuous integration, APIs, TypeScript, Python, HTML5;;0;none;0.8;0.8;;0;api, aws, continuous integration, ddd, devops, docker, frontend development, git, html, infrastructure as code, javascript, node.js, nosql, oop, pair programming, php, python, solid, sql, test automation, typescript;collaboration, customer service, flexibility, responsibility;bachelor;Bachelor's;-;1;api, aws, continuous integration, ddd, devops, docker, frontend development, git, html, infrastructure as code, javascript, node.js, nosql, oop, pair programming, php, python, solid, sql, test automation, typescript;collaboration, customer service, flexibility, responsibility;;;1383;PHP Software Engineer;Hamburg;8711876.0;Stillfront;12;EUR;;;;;4.0;2025-10-01T00:00:00;;;Hamburg;Hamburg;Germany;53.55068;9.99697;;Stockholm, Schweden;;;Unbekannt/Nicht zutreffend;1.001 bis 5.000 Mitarbeiter;Privatunternehmen;;Unknown;Software Engineer;Unknown;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
Jira, Computer science, TCP, Customer service, Windows, Microsoft Office, Computer networking, Mac OS, ServiceNow, TCP/IP, Active Directory, VPN;;0;none;0.8;0.8;;0;active directory, comptia a+, comptia network+, dhcp, dns, jira, macos, networking, tcp/ip, vpn, windows;communication, customer service, troubleshooting;bachelor;Bachelor's;1;1;active directory, comptia a+, comptia network+, dhcp, dns, jira, macos, networking, tcp/ip, vpn, windows;communication, customer service, troubleshooting;;;1384;It Support Engineer;Heikendorf;4210911.0;H-Tech Supports;20;EUR;;;;;4.1;2025-09-23T00:00:00;;;Heikendorf;Nordrhein-Westfalen;Germany;50.933594;6.961899;;London, Vereinigtes Königreich;;;Unbekannt/Nicht zutreffend;1 bis 50 Mitarbeiter;Privatunternehmen;;Unknown;Systems & Embedded;Unknown;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;;
Spanish, Operating systems, English, Organizational skills, German;;0;none;0.8;0.8;;0;excel, qa;organization;;-;-;1;excel, qa;organization;;;1385;Automotive Software Test Coordinator (m/w/d);Weiterstadt;950672.0;adesta GmbH & Co. KG;10;EUR;ANNUAL;60000.0;68588.0;77175.0;3.8;2025-10-02T00:00:00;Full-time;;Weiterstadt;Hessen;Germany;49.90572;8.588464;Michael Schulz;Darmstadt, Deutschland;Personalberatung;Personalwesen;1 bis 5 Millionen $ (USD);201 bis 500 Mitarbeiter;Privatunternehmen;;Unknown;Other;N;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;;
Multilingual, Customer service, System design, Windows, Technical support, Databases, Software development, Linux, Help desk;;0;none;0.75;0.75;AI, Generative AI, Conversational AI;0;linux, requests, software engineering, solid, system design, windows;collaboration, communication, customer service, empathy, flexibility, proactive, problem solving, professionalism, troubleshooting;;-;3;1;linux, requests, software engineering, solid, system design, windows;collaboration, communication, customer service, empathy, flexibility, proactive, problem solving, professionalism, troubleshooting;;;1386;Technical Support Specialist (product Support);Düsseldorf;;NiCE Cognigy;2;EUR;;;;;;2025-10-10T00:00:00;Full-time;WORK_FROM_HOME;Düsseldorf;Nordrhein-Westfalen;Germany;51.22422;6.780068;;;;;;;;;Unknown;Other;Unknown;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;;
Node.js, Kubernetes, XML, NoSQL, SOAP, SQL, AWS, JavaScript, Terraform, REST, APIs, Cloud computing, JSON, TypeScript, Active Directory, Identity & access management;;0;none;0.75;0.75;AI, AI SDK;0;active directory, api, aws, cloud computing, cloud infrastructure, cloud native, cloudformation, iam, infrastructure as code, javascript, json, kubernetes, ldap, next.js, node.js, nosql, oauth, react, rest, saml, sdk, security architecture, soap, sql, sso, terraform, typescript, xml;collaboration, communication, cross-functional collaboration, enthusiasm, flexibility, innovation, mentoring, organization, problem solving, reliability;;-;3;1;active directory, api, aws, cloud computing, cloud infrastructure, cloud native, cloudformation, iam, infrastructure as code, javascript, json, kubernetes, ldap, next.js, node.js, nosql, oauth, react, rest, saml, sdk, security architecture, soap, sql, sso, terraform, typescript, xml;collaboration, communication, cross-functional collaboration, enthusiasm, flexibility, innovation, mentoring, organization, problem solving, reliability;;;1387;Software Engineer, Accounts;Berlin;6510369.0;Vercel;231;EUR;;;;;4.1;2025-09-23T00:00:00;Full-time;;Berlin;Berlin;Germany;52.51767;13.405538;Guillermo Rauch;San Francisco, Vereinigte Staaten von Amerika;Softwareentwicklung;Informationstechnologie;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Software Engineer;J;0;0;1;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;;
Jira, Test automation, Git, Electrical engineering, Microsoft Office, Confluence, Scripting, Software development, IT, Python;;0;none;0.9;0.9;;0;confluence, git, jira, python, software engineering, storage, system design, test automation, version control;innovation;;-;4;1;confluence, git, jira, python, software engineering, storage, system design, test automation, version control;innovation;;;1388;Systems Engineer (m/f/d) for Airbus;Manching;1361035.0;STRATO Personal GmbH;51;EUR;;;;;4.7;2025-09-22T00:00:00;Full-time, Contract;;Manching;Bayern;Germany;48.71709;11.492969;Gerald Brendel;Augsburg, Deutschland;Personalberatung;Personalwesen;5 bis 25 Millionen $ (USD);1 bis 50 Mitarbeiter;Aktiengesellschaft;2010.0;Unknown;Systems & Embedded;N;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;;
Oracle, German;;0;none;0.9;0.9;;0;;;;-;5;1;;;;;1389;Oracle Software Engineer (m/w/d);Karlsruhe;4917097.0;engaged & Company GmbH;14;EUR;;;;;4.6;2025-09-29T00:00:00;Full-time;;Karlsruhe;Baden-Württemberg;Germany;49.009644;8.404903;;Essen, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Aktiengesellschaft;;Unknown;Software Engineer;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Kubernetes, DevOps, Git, English, Terraform, Splunk, GitLab, German;;0;none;0.9;0.9;;0;argo, ci/cd, devops, devsecops, elk stack, frontend development, git, gitlab, helm, infrastructure as code, istio, kafka, kanban, kubernetes, prometheus, rabbitmq, scrum, splunk, terraform;flexibility;;-;3;1;argo, ci/cd, devops, devsecops, elk stack, frontend development, git, gitlab, helm, infrastructure as code, istio, kafka, kanban, kubernetes, prometheus, rabbitmq, scrum, splunk, terraform;flexibility;;;1390;DevSecOps Platform Engineer (m/w/d);Berlin;679437.0;univativ GmbH;13;EUR;ANNUAL;68000.0;68000.0;68000.0;3.7;2025-09-30T00:00:00;Full-time;;Berlin;Berlin;Germany;52.51767;13.405538;Eric Schönfeld;Darmstadt, Deutschland;Personalberatung;Personalwesen;Unbekannt/Nicht zutreffend;1.001 bis 5.000 Mitarbeiter;Privatunternehmen;1998.0;Unknown;DevOps & Cloud;N;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;;
English, C++, C, Python, German;;0;none;0.9;0.9;;0;c++, networking, python;flexibility;;-;1;1;c++, networking, python;flexibility;;;1391;Embedded Software Engineer (m/w/d);Zwickau;601093.0;FERCHAU GmbH;323;EUR;;;;;3.4;2025-09-23T00:00:00;Full-time;;Zwickau;Sachsen;Germany;50.719112;12.492251;Alexander Schulz;Gummersbach, Deutschland;Personalberatung;Personalwesen;500 Millionen bis 1 Milliarde $ (USD);5.001 bis 10.000 Mitarbeiter;Privatunternehmen;1966.0;Unknown;Systems & Embedded;N;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;;
Operating systems, Microsoft SQL Server, English, Microsoft Exchange, Virtualization, DNS, Citrix, VPN;;0;none;0.9;0.9;;0;dns, firewall, sql server, virtualization, vpn;;;-;-;1;dns, firewall, sql server, virtualization, vpn;;;;1392;IT-Systemadministrator (m/w/d);Karlsruhe;2389424.0;erste reserve personalservice GmbH;59;EUR;ANNUAL;38000.0;40000.0;42000.0;2.8;2025-09-14T00:00:00;Full-time, Part-time;;Karlsruhe;Baden-Württemberg;Germany;49.009644;8.404903;Michael Spreen;Karlsruhe, Deutschland;Personalberatung;Personalwesen;Unbekannt/Nicht zutreffend;201 bis 500 Mitarbeiter;Privatunternehmen;1999.0;Unknown;Systems & Embedded;N;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
Microsoft Exchange, SharePoint, Communication skills;;0;none;0.9;0.9;;0;dax;communication;;-;-;1;dax;communication;;;1393;Solutions Consultant Exchange (m/w/d);Hamburg;10166.0;Hays AG;12;EUR;ANNUAL;70000.0;82500.0;95000.0;3.5;2025-10-01T00:00:00;Full-time;;Hamburg;Hamburg;Germany;53.55068;9.99697;Dirk Hahn;London, Vereinigtes Königreich;Personalberatung;Personalwesen;1 bis 5 Milliarden $ (USD);5.001 bis 10.000 Mitarbeiter;Privatunternehmen;1968.0;Unknown;Other;N;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Jira, CI/CD, XML, Mobile applications, Git, C++, C, Confluence, REST, SharePoint, Security, Linux, JSON, GitLab, Python, Debugging;;0;none;0.9;0.9;;0;c++, ci/cd, cloud services, confluence, debugging, git, gitlab, jira, json, kong, linux, python, rest, sql, xml;attention to detail, critical thinking, flexibility;bachelor;Bachelor's;2;1;c++, ci/cd, cloud services, confluence, debugging, git, gitlab, jira, json, kong, linux, python, rest, sql, xml;attention to detail, critical thinking, flexibility;;;1394;IoT Software development engineer- (m/f/d);München;908539.0;Technology & Strategy;323;EUR;;;;;3.0;2025-09-23T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529;Jérémie Huss;Schiltigheim, Frankreich;Unternehmensberatung;Management & Beratung;100 bis 500 Millionen $ (USD);1.001 bis 5.000 Mitarbeiter;Privatunternehmen;2008.0;Unknown;Software Developer;M;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;;
Node.js, SQL, JavaScript, PostgreSQL, APIs, SaaS, AI, TypeScript;ai;1;ai_integration;0.6;0.6;AI, AI-powered tools;0;api, api development, frontend development, full stack, https, javascript, node.js, optimization, performance tuning, postgresql, software engineering, sql, typescript;client-facing, collaboration, communication, continuous learning, creativity, empathy, flexibility, independent, initiative, innovation, ownership, reliability;;-;5;1;api, api development, frontend development, full stack, https, javascript, node.js, optimization, performance tuning, postgresql, software engineering, sql, typescript;client-facing, collaboration, communication, continuous learning, creativity, empathy, flexibility, independent, initiative, innovation, ownership, reliability;;;1395;Senior Back-End Engineer - Forward Deployed;Deutschland;3728271.0;Deel;9;EUR;;;;;4.6;2025-10-04T00:00:00;Full-time;WORK_FROM_HOME;;;Germany;51.0;9.0;Alex Bouaziz;San Francisco, Vereinigte Staaten von Amerika;Unternehmenssoftware & Netzwerklösungen;Informationstechnologie;100 bis 500 Millionen $ (USD);1.001 bis 5.000 Mitarbeiter;Privatunternehmen;2019.0;Unknown;Sr+ Software Engineer;J;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;;
Elasticsearch, React, English, SQL, AWS, JavaScript, PostgreSQL, AI, Heroku, Python, German;ai;1;ai_integration;0.8;0.8;OpenAI, AI, AI-Know-how;0;aws, devops, elasticsearch, flask, frontend development, full stack, javascript, linux, next.js, openai, postgresql, python, react, seo, sql;;;-;3;1;aws, devops, elasticsearch, flask, frontend development, full stack, javascript, linux, next.js, openai, postgresql, python, react, seo, sql;;;;1396;Lead Full Stack Engineer (Python & React) – Innovative Plattformentwicklung (m/w/d);München;5086283.0;JobNinja GmbH;11;EUR;;;;;-0.100000001;2025-10-01T00:00:00;Full-time;;München;Bayern;Germany;48.13704;11.575529;Mircea Popa;München, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Privatunternehmen;;Unknown;Sr+ Software Engineer;Unknown;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;;
CI/CD, Azure, Go, Node.js, Kubernetes, Ansible, English, Google Cloud Platform, Java, Databases, Microservices, AWS, Docker, Terraform, Software development, GitHub, Jenkins, GitLab, Python, German;;0;none;0.9;0.9;;0;ansible, aws, azure, ci/cd, devops, docker, elk stack, gcp, github, github actions, gitlab, gitlab ci, grafana, infrastructure as code, java, jenkins, kubernetes, linux, microservices, networking, node.js, openshift, prometheus, python, software engineering, terraform, windows;flexibility;;-;3;1;ansible, aws, azure, ci/cd, devops, docker, elk stack, gcp, github, github actions, gitlab, gitlab ci, grafana, infrastructure as code, java, jenkins, kubernetes, linux, microservices, networking, node.js, openshift, prometheus, python, software engineering, terraform, windows;flexibility;;;1397;Software Engineer (m/w/d);Hamburg;10428815.0;Optimyze Consulting;30;EUR;ANNUAL;70000.0;75000.0;80000.0;-0.100000001;2025-10-13T00:00:00;Full-time;;Hamburg;Hamburg;Germany;53.55068;9.99697;;Köln, Deutschland;;;Unbekannt/Nicht zutreffend;Unbekannt;Unbekannt;;Unknown;Software Engineer;Unknown;1;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;;
