desc_tier_llm,salary_mid,experience_min_llm,edulevel_llm,state,sector
none,81500,,Bachelor's,South Dakota,Manufacturing
applied_ai,111322,,Bachelor's,Colorado,Manufacturing
none,134666,12,-,Florida,Unknown
none,152955,5,Bachelor's,Iowa,Healthcare
none,112500,5,-,Unknown,Insurance
ai_integration,118772,4,Bachelor's,Unknown,Financial Services
none,182449,,-,California,Information Technology
ai_integration,98383,5,-,Utah,Financial Services
none,165325,5,-,Unknown,Information Technology
none,91987,4,Bachelor's,Washington State,Information Technology
none,90838,1,Master's,Massachusetts,Information Technology
ai_integration,100000,2,-,South Carolina,Media & Communication
applied_ai,103661,5,-,Florida,Retail & Wholesale
none,120000,5,Bachelor's,Maryland,Information Technology
none,80251,3,Bachelor's,Ohio,Education
ai_integration,109613,2,Bachelor's,New York State,Manufacturing
ai_integration,106815,5,Bachelor's,Oregon,Human Resources & Staffing
ai_integration,110000,2,Bachelor's,Unknown,Healthcare
ai_integration,115000,8,Bachelor's,Unknown,Healthcare
none,180000,4,-,Unknown,Media & Communication
applied_ai,193000,3,Bachelor's,California,Information Technology
applied_ai,120983,5,-,Texas,Retail & Wholesale
ai_integration,100294,5,-,Texas,Healthcare
applied_ai,135000,,-,Rhode Island,Unknown
ai_integration,104754,4,-,Texas,Media & Communication
applied_ai,127500,5,Bachelor's,Unknown,Information Technology
applied_ai,155000,5,-,California,Manufacturing
applied_ai,132643,6,Bachelor's,North Carolina,Media & Communication
ai_integration,169125,8,Bachelor's,Arizona,Financial Services
ai_integration,109130,3,-,Delaware,Financial Services
none,102101,4,-,Florida,Unknown
applied_ai,95175,3,Bachelor's,Massachusetts,Nonprofit & NGO
applied_ai,140000,6,Bachelor's,Unknown,Information Technology
none,150000,7,-,Colorado,Financial Services
applied_ai,150000,5,Bachelor's,California,Unknown
ai_integration,121410,,Bachelor's,Arizona,Management & Consulting
ai_integration,118381,8,Bachelor's,Georgia,Information Technology
none,95123,3,Bachelor's,Tennessee,Healthcare
none,126920,5,Bachelor's,Unknown,Financial Services
applied_ai,134453,5,Master's,California,Manufacturing
none,100000,7,Bachelor's,Unknown,Manufacturing
none,122310,2,Bachelor's,Rhode Island,Manufacturing
none,94212,,-,Montana,Unknown
none,115000,5,Bachelor's,Minnesota,Manufacturing
applied_ai,104236,,-,Massachusetts,Unknown
none,128819,,-,Minnesota,Information Technology
none,117500,4,-,Texas,Information Technology
applied_ai,165136,,Master's,California,Telecommunications
none,120000,2,Bachelor's,Virginia,Financial Services
ai_integration,137500,5,-,New York State,Media & Communication
none,132580,,Bachelor's,North Carolina,Information Technology
none,148447,10,Bachelor's,Pennsylvania,Insurance
none,188929,,-,California,Information Technology
none,140106,2,-,District of Columbia,"Construction, Repair & Maintenance Services"
none,152929,0,-,California,Information Technology
none,122706,,-,Oregon,Unknown
none,137709,4,Bachelor's,California,Unknown
applied_ai,125475,5,Bachelor's,Unknown,Financial Services
none,90000,4,Bachelor's,Unknown,Information Technology
applied_ai,124543,5,Bachelor's,Nevada,"Arts, Entertainment & Recreation"
none,160750,2,-,Unknown,Nonprofit & NGO
none,115000,4,-,New Jersey,Media & Communication
none,175000,5,-,Unknown,Unknown
applied_ai,132213,,-,Unknown,Unknown
none,93068,3,Bachelor's,Colorado,Information Technology
applied_ai,146000,3,-,Washington State,Financial Services
none,135000,5,Bachelor's,Unknown,Manufacturing
none,110000,2,Bachelor's,Washington State,Financial Services
none,155000,10,-,Unknown,Information Technology
none,127500,,Bachelor's,California,Financial Services
applied_ai,110000,4,Bachelor's,Unknown,Information Technology
none,127414,5,Bachelor's,Arizona,Information Technology
none,172000,3,-,Illinois,Manufacturing
applied_ai,160000,4,Bachelor's,New York State,Financial Services
none,212500,5,Bachelor's,New York State,Financial Services
applied_ai,112500,2,Bachelor's,Unknown,Pharmaceutical & Biotechnology
none,127500,7,Bachelor's,Colorado,Media & Communication
applied_ai,167500,0,Bachelor's,Washington State,Information Technology
applied_ai,89474,4,-,Texas,Aerospace & Defense
none,120204,5,-,Ohio,Financial Services
none,140000,2,Bachelor's,New York State,Healthcare
ai_integration,155000,5,Bachelor's,Unknown,Human Resources & Staffing
applied_ai,128220,5,-,Texas,Retail & Wholesale
none,196600,3,Bachelor's,Washington State,Aerospace & Defense
applied_ai,205000,5,-,New York State,Unknown
none,135000,5,Bachelor's,North Carolina,Human Resources & Staffing
none,140000,,-,Virginia,Information Technology
none,126000,2,Bachelor's,Maryland,Information Technology
applied_ai,132700,4,Bachelor's,Georgia,"Energy, Mining & Utilities"
ai_integration,207500,7,Bachelor's,California,Information Technology
none,106503,5,Bachelor's,Florida,Unknown
ai_integration,100000,,Bachelor's,Ohio,Media & Communication
none,148625,8,Bachelor's,Texas,Legal
none,135000,3,-,New York State,Financial Services
applied_ai,102575,,Bachelor's,Texas,Information Technology
none,115907,5,Bachelor's,Texas,Human Resources & Staffing
none,97802,2,-,South Carolina,Unknown
none,105494,,Bachelor's,North Carolina,Financial Services
applied_ai,117767,6,Bachelor's,Georgia,Financial Services
applied_ai,102500,2,-,Massachusetts,Management & Consulting
none,114792,8,Bachelor's,Texas,Information Technology
none,114691,,Master's,Michigan,Media & Communication
applied_ai,139900,3,Bachelor's,California,Pharmaceutical & Biotechnology
none,119007,,Bachelor's,Louisiana,Human Resources & Staffing
none,116950,3,Bachelor's,Florida,Financial Services
applied_ai,85000,6,Bachelor's,Illinois,Education
none,94432,2,Bachelor's,New Jersey,Unknown
none,118000,3,Bachelor's,Colorado,Information Technology
none,102611,6,Bachelor's,Texas,Unknown
ai_integration,150000,8,-,Unknown,Information Technology
none,83461,5,Bachelor's,Florida,Media & Communication
ai_integration,170000,5,Bachelor's,Texas,Unknown
ai_integration,195290,6,-,Unknown,Unknown
none,99024,3,Bachelor's,Massachusetts,Unknown
none,199800,6,-,New York State,Information Technology
none,105166,2,Bachelor's,Florida,Real Estate
applied_ai,157500,6,Bachelor's,Unknown,Healthcare
none,98749,5,Bachelor's,North Carolina,"Construction, Repair & Maintenance Services"
applied_ai,193000,8,Bachelor's,Unknown,Information Technology
none,117500,6,Bachelor's,California,Unknown
none,124414,5,Bachelor's,Texas,Management & Consulting
applied_ai,222500,5,Bachelor's,New York State,Unknown
none,110000,4,-,Unknown,Information Technology
applied_ai,92568,4,Bachelor's,Illinois,Pharmaceutical & Biotechnology
none,106982,,-,Oregon,Unknown
applied_ai,187500,,-,California,Information Technology
none,125250,5,Bachelor's,Texas,Healthcare
applied_ai,108621,3,Bachelor's,North Carolina,Unknown
none,225000,10,Bachelor's,Unknown,Unknown
none,134000,4,Bachelor's,California,Healthcare
ai_integration,137800,5,Bachelor's,Illinois,Manufacturing
ai_integration,160000,10,-,Unknown,Pharmaceutical & Biotechnology
none,106279,5,Bachelor's,Indiana,Unknown
applied_ai,117709,5,Bachelor's,Rhode Island,Financial Services
none,85083,1,Bachelor's,Florida,Financial Services
none,86269,.5,Master's,Texas,Information Technology
ai_integration,125000,5,Bachelor's,Colorado,Information Technology
ai_integration,162876,3,Master's,Massachusetts,Manufacturing
ai_integration,117500,2,Bachelor's,Georgia,Unknown
none,80415,3,-,Michigan,Human Resources & Staffing
applied_ai,77500,,-,Texas,Unknown
applied_ai,134824,5,-,Texas,Financial Services
ai_integration,108262,5,Bachelor's,Georgia,Transportation & Logistics
none,117000,5,Bachelor's,California,Manufacturing
none,113500,4,Bachelor's,Unknown,Media & Communication
applied_ai,120000,3,Bachelor's,Unknown,Information Technology
none,155000,3,Bachelor's,New York State,Media & Communication
ai_integration,81163,,-,Missouri,Information Technology
ai_integration,79500,2,Bachelor's,Illinois,Healthcare
ai_integration,190000,,Bachelor's,Maryland,Unknown
ai_integration,180000,7,Master's,Unknown,Healthcare
applied_ai,112500,4,Bachelor's,Massachusetts,Management & Consulting
none,108836,,Bachelor's,New Jersey,Information Technology
none,75223,,Bachelor's,New Jersey,Unknown
none,138850,4,-,Colorado,Information Technology
ai_integration,161300,3,-,California,Information Technology
none,134170,5,Bachelor's,Pennsylvania,Financial Services
ai_integration,169717,,-,California,Information Technology
none,98975,5,Bachelor's,Oregon,Unknown
ai_integration,117500,1,Master's,Georgia,Unknown
applied_ai,101130,5,Bachelor's,Illinois,Pharmaceutical & Biotechnology
ai_integration,112170,3,Bachelor's,California,Information Technology
ai_integration,117000,3,Bachelor's,California,Information Technology
none,156500,,-,Texas,Information Technology
ai_integration,163000,5,-,California,Information Technology
none,87348,1,Bachelor's,Georgia,Information Technology
applied_ai,134100,5,Bachelor's,New Jersey,Financial Services
ai_integration,128240,4,-,Illinois,Retail & Wholesale
none,122000,5,Bachelor's,Massachusetts,Unknown
ai_integration,80000,,Bachelor's,California,Healthcare
none,168570,1,Bachelor's,Washington State,Information Technology
ai_integration,130750,5,Bachelor's,Rhode Island,Insurance
applied_ai,167665,3,-,California,Education
applied_ai,148035,3,Bachelor's,Texas,Information Technology
none,185000,4,Bachelor's,Colorado,Unknown
none,120000,5,-,California,Financial Services
ai_integration,168175,5,Bachelor's,California,Information Technology
none,114345,5,-,Texas,Unknown
none,99742,2,Master's,Georgia,Information Technology
none,79835,1,Bachelor's,New Jersey,Information Technology
none,106800,4,-,California,Manufacturing
none,127732,5,-,Massachusetts,Information Technology
applied_ai,124305,3,-,California,Unknown
none,140000,3,Bachelor's,Illinois,Management & Consulting
none,107659,3,-,Texas,Healthcare
applied_ai,138500,5,-,South Carolina,Information Technology
none,140000,5,-,Unknown,Financial Services
none,95494,3,-,New Jersey,Information Technology
none,122147,,Bachelor's,Texas,Unknown
none,112500,,-,Illinois,Information Technology
none,94514,,Master's,Nevada,Unknown
none,114250,5,Bachelor's,Illinois,Insurance
applied_ai,192500,5,-,California,Financial Services
none,89294,2,Associate,Utah,Information Technology
applied_ai,184000,3,Bachelor's,California,Information Technology
none,165000,5,-,California,Financial Services
applied_ai,155000,5,-,California,Human Resources & Staffing
applied_ai,185000,0,Master's,California,Information Technology
applied_ai,152500,3,Bachelor's,Georgia,Insurance
applied_ai,155000,5,-,Colorado,Management & Consulting
applied_ai,194792,1,Master's,California,Management & Consulting
applied_ai,150000,3,-,California,Information Technology
none,111985,5,-,Texas,Information Technology
applied_ai,190000,4,Bachelor's,California,Unknown
ai_integration,122500,5,-,Massachusetts,Information Technology
applied_ai,132500,7,-,Unknown,Information Technology
none,101440,2,-,Michigan,Insurance
applied_ai,160000,3,-,Unknown,Financial Services
none,104273,,Bachelor's,Michigan,Financial Services
none,160036,5,-,California,Unknown
none,102451,,-,Texas,Unknown
none,117801,,-,New Jersey,Unknown
applied_ai,139500,4,Bachelor's,Arkansas,Financial Services
none,182500,4,-,Washington State,Information Technology
applied_ai,142781,6,Bachelor's,California,Insurance
applied_ai,95000,2,Bachelor's,Massachusetts,Unknown
none,65000,3,-,Unknown,Unknown
applied_ai,187500,2,Bachelor's,California,Information Technology
none,130900,5,Bachelor's,New York State,Healthcare
none,101100,3,Bachelor's,Arizona,Unknown
applied_ai,124001,5,-,Unknown,Healthcare
ai_integration,101609,3,Bachelor's,Florida,Financial Services
none,140000,4,Bachelor's,New York State,Media & Communication
applied_ai,101796,5,Bachelor's,Georgia,Unknown
applied_ai,110000,5,-,Unknown,Unknown
applied_ai,120550,8,-,Maryland,Information Technology
applied_ai,153500,4,-,California,Information Technology
applied_ai,100000,5,-,New York State,Nonprofit & NGO
none,155000,5,-,Arizona,Financial Services
none,100500,4,Bachelor's,Illinois,Financial Services
none,90000,4,-,New York State,Unknown
none,161300,5,-,California,Information Technology
none,195686,5,-,Illinois,Information Technology
none,179000,5,-,California,Information Technology
none,150391,,Master's,Texas,Information Technology
none,105273,2,Bachelor's,Texas,Management & Consulting
applied_ai,145100,5,Bachelor's,Washington State,Healthcare
none,106588,,Bachelor's,Massachusetts,Management & Consulting
none,150000,2,-,Unknown,Financial Services
none,150000,10,Bachelor's,California,Information Technology
none,119571,5,-,California,"Energy, Mining & Utilities"
applied_ai,140024,8,-,California,Unknown
none,91035,4,Bachelor's,California,Information Technology
none,139377,3,-,Texas,Management & Consulting
ai_integration,162415,3,-,California,Information Technology
none,115486,5,Bachelor's,North Carolina,Unknown
none,127564,5,-,Massachusetts,Pharmaceutical & Biotechnology
applied_ai,116470,5,-,Oregon,Insurance
ai_integration,180000,,-,California,Information Technology
none,102426,9,-,New Jersey,Information Technology
applied_ai,107301,5,Bachelor's,Pennsylvania,Information Technology
applied_ai,150000,5,-,California,Information Technology
none,88595,3,-,Colorado,Information Technology
applied_ai,114909,,-,Washington State,Unknown
ai_integration,100550,1.08,-,Unknown,Retail & Wholesale
none,103922,1,-,Arizona,Information Technology
none,95650,2,Associate,Colorado,Telecommunications
none,175979,6,-,Virginia,Aerospace & Defense
none,128675,2,Associate,Unknown,Management & Consulting
applied_ai,75000,0,-,Unknown,Unknown
none,92693,,-,Unknown,Media & Communication
none,84069,0,Bachelor's,California,Aerospace & Defense
none,95000,3,-,California,Manufacturing
none,87746,3,High School,New York State,Education
ai_integration,159300,4,Bachelor's,Kansas,Telecommunications
applied_ai,96765,1,Bachelor's,North Carolina,Insurance
none,198000,5,-,Maryland,Aerospace & Defense
applied_ai,200000,4,Bachelor's,California,Information Technology
none,137350,5,Bachelor's,Florida,Financial Services
none,122500,5,Bachelor's,California,Unknown
none,140027,4,Bachelor's,Ohio,Pharmaceutical & Biotechnology
none,97250,0,Bachelor's,Unknown,Information Technology
applied_ai,95340,5,Bachelor's,Tennessee,Information Technology
none,97500,7,Bachelor's,Oregon,Information Technology
none,100633,0,Bachelor's,California,Aerospace & Defense
none,136875,2,Bachelor's,Illinois,Information Technology
none,114067,2,Bachelor's,Texas,Aerospace & Defense
none,198000,11,-,Virginia,Aerospace & Defense
ai_integration,122500,,Bachelor's,Unknown,Information Technology
none,100000,0,Bachelor's,Virginia,Aerospace & Defense
none,95000,5,Bachelor's,Minnesota,Information Technology
none,190000,2,-,New York State,Unknown
applied_ai,190550,3,Bachelor's,California,Information Technology
none,138993,,-,Indiana,Retail & Wholesale
none,83045,3,Bachelor's,Virginia,Aerospace & Defense
none,110008,4,Bachelor's,Virginia,Management & Consulting
none,140000,5,-,Unknown,Information Technology
none,87500,3,-,Unknown,Information Technology
none,235000,,-,Unknown,Information Technology
none,155000,5,Bachelor's,Alabama,Unknown
none,85000,5,-,Unknown,Information Technology
none,115976,6,Bachelor's,Virginia,Unknown
none,108501,,-,South Carolina,Government & Public Administration
none,127437,0,-,Virginia,Government & Public Administration
applied_ai,109250,0,Bachelor's,Massachusetts,Manufacturing
none,134245,0,Bachelor's,Georgia,Aerospace & Defense
none,104000,0,High School,Maryland,Information Technology
none,160000,3,-,Unknown,Information Technology
none,190750,2,Bachelor's,Unknown,Information Technology
none,150150,5,Bachelor's,Pennsylvania,Education
none,136425,10,Bachelor's,Florida,Information Technology
none,185000,5,-,Unknown,Information Technology
ai_integration,195950,,-,Unknown,Insurance
none,123500,8,Bachelor's,Utah,Aerospace & Defense
